index,video_id,label,new_path,url
109,DhDQMkZfGUI,99년생 투자회사 대표 인터뷰,artifacts/bzcf_thumbnails/thumbs/109_99년생 투자회사 대표 인터뷰.jpg,https://www.youtube.com/watch?v=DhDQMkZfGUI
110,3TMnDCv4IN0,일론머스크 30분 전문번역,artifacts/bzcf_thumbnails/thumbs/110_일론머스크 30분 전문번역.jpg,https://www.youtube.com/watch?v=3TMnDCv4IN0
111,nvi_wl39Mx0,아침 5시에 일어나 (고긴스),artifacts/bzcf_thumbnails/thumbs/111_아침 5시에 일어나 (고긴스).jpg,https://www.youtube.com/watch?v=nvi_wl39Mx0
112,-m6qFP4Tk30,전문직 하지마,artifacts/bzcf_thumbnails/thumbs/112_전문직 하지마.jpg,https://www.youtube.com/watch?v=-m6qFP4Tk30
113,9OPTVHcXrqM,"나발과 대화, 귀하다","artifacts/bzcf_thumbnails/thumbs/113_나발과 대화, 귀하다.jpg",https://www.youtube.com/watch?v=9OPTVHcXrqM
114,LhOcio1Hrr8,비트코인 시간문제다 (발라지),artifacts/bzcf_thumbnails/thumbs/114_비트코인 시간문제다 (발라지).jpg,https://www.youtube.com/watch?v=LhOcio1Hrr8
115,1UiU3UWsOYw,주식 지금 고점임 (하워드막스),artifacts/bzcf_thumbnails/thumbs/115_주식 지금 고점임 (하워드막스).jpg,https://www.youtube.com/watch?v=1UiU3UWsOYw
116,2_owzZFLxp8,경제적 자유 (스콧 갤러웨이),artifacts/bzcf_thumbnails/thumbs/116_경제적 자유 (스콧 갤러웨이).jpg,https://www.youtube.com/watch?v=2_owzZFLxp8
117,Fj58zAEomy0,억대연봉 포기하고 창업한 이유 (클로브 도은욱 대표),artifacts/bzcf_thumbnails/thumbs/117_억대연봉 포기하고 창업한 이유 (클로브 도은욱 대표).jpg,https://www.youtube.com/watch?v=Fj58zAEomy0
118,ulGLviVsEl0,골드만삭스 부회장 : 일 잘하는 법,artifacts/bzcf_thumbnails/thumbs/118_골드만삭스 부회장 일 잘하는 법.jpg,https://www.youtube.com/watch?v=ulGLviVsEl0
119,4ZXmqJtNWyQ,완벽한 아침루틴 (앤드루 후버만),artifacts/bzcf_thumbnails/thumbs/119_완벽한 아침루틴 (앤드루 후버만).jpg,https://www.youtube.com/watch?v=4ZXmqJtNWyQ
120,0mol9CzZYw0,술담배 하지마 (트럼프),artifacts/bzcf_thumbnails/thumbs/120_술담배 하지마 (트럼프).jpg,https://www.youtube.com/watch?v=0mol9CzZYw0
121,a_N9ErN4PxE,트럼프 AI연설 전체번역,artifacts/bzcf_thumbnails/thumbs/121_트럼프 AI연설 전체번역.jpg,https://www.youtube.com/watch?v=a_N9ErN4PxE
122,ILXgqndC9O0,"더벤처스 김철우 대표님 초대석 (번개장터, 셀잇)","artifacts/bzcf_thumbnails/thumbs/122_더벤처스 김철우 대표님 초대석 (번개장터, 셀잇).jpg",https://www.youtube.com/watch?v=ILXgqndC9O0
123,VZdqLObuxL4,그러면 사업이 더 잘 됩니다,artifacts/bzcf_thumbnails/thumbs/123_그러면 사업이 더 잘 됩니다.jpg,https://www.youtube.com/watch?v=VZdqLObuxL4
124,vECs2lEOCUU,소프트웨어 3.0,artifacts/bzcf_thumbnails/thumbs/124_소프트웨어 3.0.jpg,https://www.youtube.com/watch?v=vECs2lEOCUU
125,5fgVLOlyLfw,눈뜨고 돈 빼앗기는 중 (마이클 세일러),artifacts/bzcf_thumbnails/thumbs/125_눈뜨고 돈 빼앗기는 중 (마이클 세일러).jpg,https://www.youtube.com/watch?v=5fgVLOlyLfw
126,kflvqZbh5yc,97년생 메타 인공지능 총괄,artifacts/bzcf_thumbnails/thumbs/126_97년생 메타 인공지능 총괄.jpg,https://www.youtube.com/watch?v=kflvqZbh5yc
127,x0R-_3xsJFs,하버드 교수가 말하는 행복,artifacts/bzcf_thumbnails/thumbs/127_하버드 교수가 말하는 행복.jpg,https://www.youtube.com/watch?v=x0R-_3xsJFs
128,z1Hg4H-LXZA,한글번역 | 뉴럴링크 2025년 공식발표,artifacts/bzcf_thumbnails/thumbs/128_한글번역 뉴럴링크 2025년 공식발표.jpg,https://www.youtube.com/watch?v=z1Hg4H-LXZA
129,k2VyqA9_H4I,토스 공동창업자 이태양 대표님 초대석,artifacts/bzcf_thumbnails/thumbs/129_토스 공동창업자 이태양 대표님 초대석.jpg,https://www.youtube.com/watch?v=k2VyqA9_H4I
130,G9F1bGrnx1Y,97년생 메타 총괄 (알렉산더 왕),artifacts/bzcf_thumbnails/thumbs/130_97년생 메타 총괄 (알렉산더 왕).jpg,https://www.youtube.com/watch?v=G9F1bGrnx1Y
131,TzjzUnyw0_U,중국 정말 너무 빠르다,artifacts/bzcf_thumbnails/thumbs/131_중국 정말 너무 빠르다.jpg,https://www.youtube.com/watch?v=TzjzUnyw0_U
132,G--iDYWeV2c,도파민 없는 SNS (레트로 창업자 풀인터뷰),artifacts/bzcf_thumbnails/thumbs/132_도파민 없는 SNS (레트로 창업자 풀인터뷰).jpg,https://www.youtube.com/watch?v=G--iDYWeV2c
133,CELKzueqEwA,수준 높은 미국청문회 (에릭슈미트 구글 전 대표),artifacts/bzcf_thumbnails/thumbs/133_수준 높은 미국청문회 (에릭슈미트 구글 전 대표).jpg,https://www.youtube.com/watch?v=CELKzueqEwA
134,ood8W_MXSqg,외국에서 보는 한국 저출산,artifacts/bzcf_thumbnails/thumbs/134_외국에서 보는 한국 저출산.jpg,https://www.youtube.com/watch?v=ood8W_MXSqg
135,wHjQlZA1-18,메타 + 마이크로소프트 CEO 대화 (라마콘 2025),artifacts/bzcf_thumbnails/thumbs/135_메타 + 마이크로소프트 CEO 대화 (라마콘 2025).jpg,https://www.youtube.com/watch?v=wHjQlZA1-18
136,XInSMjuxCAY,사람 바꾸려고 하지마 - 나발 라비칸트,artifacts/bzcf_thumbnails/thumbs/136_사람 바꾸려고 하지마 - 나발 라비칸트.jpg,https://www.youtube.com/watch?v=XInSMjuxCAY
137,c31aRSOfSaA,"피터틸 30분 전체번역 : 반골, 엘리트, 테크, 정치, 관세, 팔란티어, 벤처, 실리콘밸리","artifacts/bzcf_thumbnails/thumbs/137_피터틸 30분 전체번역 반골, 엘리트, 테크, 정치, 관세, 팔란티어, 벤처, 실리콘밸리.jpg",https://www.youtube.com/watch?v=c31aRSOfSaA
138,Tct5FaP8I5o,how to get rich (부자되는 법) - 나발,artifacts/bzcf_thumbnails/thumbs/138_how to get rich (부자되는 법) - 나발.jpg,https://www.youtube.com/watch?v=Tct5FaP8I5o
139,oK-Skn4v4Cs,로켓 AI회사 '커서(CURSOR)' 인터뷰,artifacts/bzcf_thumbnails/thumbs/139_로켓 AI회사 '커서(CURSOR)' 인터뷰.jpg,https://www.youtube.com/watch?v=oK-Skn4v4Cs
140,BoHKf6h_axU,"달러, 위안화, 비트코인","artifacts/bzcf_thumbnails/thumbs/140_달러, 위안화, 비트코인.jpg",https://www.youtube.com/watch?v=BoHKf6h_axU
141,-OSFl3YrC08,하워드 막스 회장 | 트럼프 관세 해설,artifacts/bzcf_thumbnails/thumbs/141_하워드 막스 회장 트럼프 관세 해설.jpg,https://www.youtube.com/watch?v=-OSFl3YrC08
142,ledUBXY7Vfo,생각좀 하면서 살자,artifacts/bzcf_thumbnails/thumbs/142_생각좀 하면서 살자.jpg,https://www.youtube.com/watch?v=ledUBXY7Vfo
143,R61qJ0ycRk4,팀 도지 총출동 (TEAM DOGE),artifacts/bzcf_thumbnails/thumbs/143_팀 도지 총출동 (TEAM DOGE).jpg,https://www.youtube.com/watch?v=R61qJ0ycRk4
144,CmA3jQaHKZo,"사람들이 놓치고 있는 거 : 의학, 드론, 비만 치료제","artifacts/bzcf_thumbnails/thumbs/144_사람들이 놓치고 있는 거 의학, 드론, 비만 치료제.jpg",https://www.youtube.com/watch?v=CmA3jQaHKZo
145,pXBx1cA2VaA,이런날도 있지 뭐,artifacts/bzcf_thumbnails/thumbs/145_이런날도 있지 뭐.jpg,https://www.youtube.com/watch?v=pXBx1cA2VaA
146,9k_RCgDsETA,나 자신으로 살아가기,artifacts/bzcf_thumbnails/thumbs/146_나 자신으로 살아가기.jpg,https://www.youtube.com/watch?v=9k_RCgDsETA
147,pplZlVSwZhA,우리는 프로그래밍 당하고 있다 (잭도시),artifacts/bzcf_thumbnails/thumbs/147_우리는 프로그래밍 당하고 있다 (잭도시).jpg,https://www.youtube.com/watch?v=pplZlVSwZhA
148,cIvsdpkWd1w,68개의 인생 조언 (WIRED 편집장 케빈켈리),artifacts/bzcf_thumbnails/thumbs/148_68개의 인생 조언 (WIRED 편집장 케빈켈리).jpg,https://www.youtube.com/watch?v=cIvsdpkWd1w
149,ng7YfntyuoU,"피터틸 올인 팟캐스트 인터뷰 | 인공지능, 대학, 미국, 미래, 기술, 혁신의 시작, 틸펠로십","artifacts/bzcf_thumbnails/thumbs/149_피터틸 올인 팟캐스트 인터뷰 인공지능, 대학, 미국, 미래, 기술, 혁신의 시작, 틸펠로십.jpg",https://www.youtube.com/watch?v=ng7YfntyuoU
150,ENc_9o73Rww,"캐시우드가 바라보는 세상 | 테슬라, 엔비디아, 딥시크, 바이오, 빅테크","artifacts/bzcf_thumbnails/thumbs/150_캐시우드가 바라보는 세상 테슬라, 엔비디아, 딥시크, 바이오, 빅테크.jpg",https://www.youtube.com/watch?v=ENc_9o73Rww
151,2A-qyVWHq7A,기술이 곧 권력이다 (알렉스카프 of Palantir),artifacts/bzcf_thumbnails/thumbs/151_기술이 곧 권력이다 (알렉스카프 of Palantir).jpg,https://www.youtube.com/watch?v=2A-qyVWHq7A
152,YEAJ9Ew4Tvk,돈줘도 못듣는 이야기들 (젠슨황 of NVIDIA),artifacts/bzcf_thumbnails/thumbs/152_돈줘도 못듣는 이야기들 (젠슨황 of NVIDIA).jpg,https://www.youtube.com/watch?v=YEAJ9Ew4Tvk
153,NSwqb56YQAY,서양을 왜 따라가야 합니까? (리콴유),artifacts/bzcf_thumbnails/thumbs/153_서양을 왜 따라가야 합니까 (리콴유).jpg,https://www.youtube.com/watch?v=NSwqb56YQAY
154,as1ZiGIzyJI,그냥 존재하기 | just exist bro,artifacts/bzcf_thumbnails/thumbs/154_그냥 존재하기 just exist bro.jpg,https://www.youtube.com/watch?v=as1ZiGIzyJI
155,g6QBIvYE4sc,안두릴 창업 이야기 (팔마 럭키),artifacts/bzcf_thumbnails/thumbs/155_안두릴 창업 이야기 (팔마 럭키).jpg,https://www.youtube.com/watch?v=g6QBIvYE4sc
156,-iNgdvXXaR0,일론의 5단계 법칙,artifacts/bzcf_thumbnails/thumbs/156_일론의 5단계 법칙.jpg,https://www.youtube.com/watch?v=-iNgdvXXaR0
157,f4a1TO4YRxE,알면 알수록 어려운 세상 (데이비드 도이치),artifacts/bzcf_thumbnails/thumbs/157_알면 알수록 어려운 세상 (데이비드 도이치).jpg,https://www.youtube.com/watch?v=f4a1TO4YRxE
158,gcVClKGgcA4,성공하는 자세 (짐도노반 of 골드만삭스),artifacts/bzcf_thumbnails/thumbs/158_성공하는 자세 (짐도노반 of 골드만삭스).jpg,https://www.youtube.com/watch?v=gcVClKGgcA4
159,Hu0UWWrIVnA,사업의 모든 것 (ㄷㄷ),artifacts/bzcf_thumbnails/thumbs/159_사업의 모든 것 (ㄷㄷ).jpg,https://www.youtube.com/watch?v=Hu0UWWrIVnA
160,fLYhSRGEVYI,아마존 창업자 10일전 인터뷰 (제프베조스),artifacts/bzcf_thumbnails/thumbs/160_아마존 창업자 10일전 인터뷰 (제프베조스).jpg,https://www.youtube.com/watch?v=fLYhSRGEVYI
161,J0IjKn1slU4,구글! 믿고 있었다구,artifacts/bzcf_thumbnails/thumbs/161_구글! 믿고 있었다구.jpg,https://www.youtube.com/watch?v=J0IjKn1slU4
162,UTUsmzI0jBA,샘알트먼 OpenAI 1주일전 인터뷰,artifacts/bzcf_thumbnails/thumbs/162_샘알트먼 OpenAI 1주일전 인터뷰.jpg,https://www.youtube.com/watch?v=UTUsmzI0jBA
163,7rZ3qFC-omc,인생11가지 조언,artifacts/bzcf_thumbnails/thumbs/163_인생11가지 조언.jpg,https://www.youtube.com/watch?v=7rZ3qFC-omc
164,pJ-zmU92xJk,실리콘밸리의 현자,artifacts/bzcf_thumbnails/thumbs/164_실리콘밸리의 현자.jpg,https://www.youtube.com/watch?v=pJ-zmU92xJk
165,q_pQtkumIVo,현시점 가장 주목받는 회사 (팔란티어),artifacts/bzcf_thumbnails/thumbs/165_현시점 가장 주목받는 회사 (팔란티어).jpg,https://www.youtube.com/watch?v=q_pQtkumIVo
166,OFNTyEdGkGQ,"일론머스크, 뉴럴링크, 매트릭스","artifacts/bzcf_thumbnails/thumbs/166_일론머스크, 뉴럴링크, 매트릭스.jpg",https://www.youtube.com/watch?v=OFNTyEdGkGQ
167,TdXr8oFvVZ4,일론 머스크 트럼프 조합,artifacts/bzcf_thumbnails/thumbs/167_일론 머스크 트럼프 조합.jpg,https://www.youtube.com/watch?v=TdXr8oFvVZ4
168,kY-JRxaRuh4,대표가 직접합니다 (에어비엔비),artifacts/bzcf_thumbnails/thumbs/168_대표가 직접합니다 (에어비엔비).jpg,https://www.youtube.com/watch?v=kY-JRxaRuh4
169,lE3PlPhjy-w,저걸 사람 혼자서 다해?,artifacts/bzcf_thumbnails/thumbs/169_저걸 사람 혼자서 다해.jpg,https://www.youtube.com/watch?v=lE3PlPhjy-w
170,w5BhMyT_GEk,사업은 이렇게 하는거다,artifacts/bzcf_thumbnails/thumbs/170_사업은 이렇게 하는거다.jpg,https://www.youtube.com/watch?v=w5BhMyT_GEk
171,cTV-pv4aI20,??? : 돈 더벌어서 뭐할래,artifacts/bzcf_thumbnails/thumbs/171_돈 더벌어서 뭐할래.jpg,https://www.youtube.com/watch?v=cTV-pv4aI20
172,D-y8d7ksfbA,앞으로 일할 방식,artifacts/bzcf_thumbnails/thumbs/172_앞으로 일할 방식.jpg,https://www.youtube.com/watch?v=D-y8d7ksfbA
173,Omh2mOj2p3U,더 높은 수준 (릭 루빈),artifacts/bzcf_thumbnails/thumbs/173_더 높은 수준 (릭 루빈).jpg,https://www.youtube.com/watch?v=Omh2mOj2p3U
174,ZC1z2YTVvhg,구글 전 대표의 한 마디,artifacts/bzcf_thumbnails/thumbs/174_구글 전 대표의 한 마디.jpg,https://www.youtube.com/watch?v=ZC1z2YTVvhg
175,3VVA47ymfJc,정해진 대로 사세요 (피터틸),artifacts/bzcf_thumbnails/thumbs/175_정해진 대로 사세요 (피터틸).jpg,https://www.youtube.com/watch?v=3VVA47ymfJc
176,y2a3lLjjTGI,삶은 유한하니까.. (랜디 포시 교수),artifacts/bzcf_thumbnails/thumbs/176_삶은 유한하니까.. (랜디 포시 교수).jpg,https://www.youtube.com/watch?v=y2a3lLjjTGI
177,j6kVvvJN6TY,머스크의 인공지능 회사 (xAI),artifacts/bzcf_thumbnails/thumbs/177_머스크의 인공지능 회사 (xAI).jpg,https://www.youtube.com/watch?v=j6kVvvJN6TY
178,RVIVimZYh1s,찰리멍거 : 현대차는 ...,artifacts/bzcf_thumbnails/thumbs/178_찰리멍거 현대차는.jpg,https://www.youtube.com/watch?v=RVIVimZYh1s
179,TmUhCIMUy20,사업하는 법 (샘 알트먼),artifacts/bzcf_thumbnails/thumbs/179_사업하는 법 (샘 알트먼).jpg,https://www.youtube.com/watch?v=TmUhCIMUy20
180,wTNqVuecpy0,뉴럴링크 최신발표 (일론머스크),artifacts/bzcf_thumbnails/thumbs/180_뉴럴링크 최신발표 (일론머스크).jpg,https://www.youtube.com/watch?v=wTNqVuecpy0
181,b0NzgO1zCSU,"인공지능, 버블인가? (Coatue)","artifacts/bzcf_thumbnails/thumbs/181_인공지능, 버블인가 (Coatue).jpg",https://www.youtube.com/watch?v=b0NzgO1zCSU
182,t8v0cHn_LRc,로저 페더러 다트머스 졸업연설,artifacts/bzcf_thumbnails/thumbs/182_로저 페더러 다트머스 졸업연설.jpg,https://www.youtube.com/watch?v=t8v0cHn_LRc
183,O5vFGHRbiFE,젠슨황 칼텍 졸업연설,artifacts/bzcf_thumbnails/thumbs/183_젠슨황 칼텍 졸업연설.jpg,https://www.youtube.com/watch?v=O5vFGHRbiFE
184,MZsp0L5ITGU,일론 머스크 전설의 인터뷰 (2009),artifacts/bzcf_thumbnails/thumbs/184_일론 머스크 전설의 인터뷰 (2009).jpg,https://www.youtube.com/watch?v=MZsp0L5ITGU
185,gvNTPi2ibDQ,수준이 정말 높다,artifacts/bzcf_thumbnails/thumbs/185_수준이 정말 높다.jpg,https://www.youtube.com/watch?v=gvNTPi2ibDQ
186,w8OT1nbuhMI,JP모건체이스 제이미다이먼 단독 인터뷰,artifacts/bzcf_thumbnails/thumbs/186_JP모건체이스 제이미다이먼 단독 인터뷰.jpg,https://www.youtube.com/watch?v=w8OT1nbuhMI
187,rJKSY4UJCn4,인공지능 발전의 진짜 병목 (마크 저커버그),artifacts/bzcf_thumbnails/thumbs/187_인공지능 발전의 진짜 병목 (마크 저커버그).jpg,https://www.youtube.com/watch?v=rJKSY4UJCn4
188,jfzlQOzn0wY,찰리멍거 촌철살인 모음 (버크셔해서웨이 주주총회),artifacts/bzcf_thumbnails/thumbs/188_찰리멍거 촌철살인 모음 (버크셔해서웨이 주주총회).jpg,https://www.youtube.com/watch?v=jfzlQOzn0wY
189,QtM9UDyf6cQ,사람들이 더 똑똑해질 수 있게 (노션 창업자 인터뷰),artifacts/bzcf_thumbnails/thumbs/189_사람들이 더 똑똑해질 수 있게 (노션 창업자 인터뷰).jpg,https://www.youtube.com/watch?v=QtM9UDyf6cQ
190,fMpHU6saK3I,일론 머스크와 일한 반도체 전설 (짐 켈러),artifacts/bzcf_thumbnails/thumbs/190_일론 머스크와 일한 반도체 전설 (짐 켈러).jpg,https://www.youtube.com/watch?v=fMpHU6saK3I
191,Sidh1GV1uG4,"일론머스크 2주전 최신 인터뷰 (인공지능, 자율주행, 전력, 에너지)","artifacts/bzcf_thumbnails/thumbs/191_일론머스크 2주전 최신 인터뷰 (인공지능, 자율주행, 전력, 에너지).jpg",https://www.youtube.com/watch?v=Sidh1GV1uG4
192,iwXr1IRaqWA,일류와 이류의 차이 (반도체 전설 짐켈러),artifacts/bzcf_thumbnails/thumbs/192_일류와 이류의 차이 (반도체 전설 짐켈러).jpg,https://www.youtube.com/watch?v=iwXr1IRaqWA
193,2fbqtTTWc9o,14살 중학생에게 주는 조언 (엔비디아 창업자 젠슨 황),artifacts/bzcf_thumbnails/thumbs/193_14살 중학생에게 주는 조언 (엔비디아 창업자 젠슨 황).jpg,https://www.youtube.com/watch?v=2fbqtTTWc9o
194,Z-aj2AYIJWY,일론 머스크의 채용 방식 (트위터 대량 해고),artifacts/bzcf_thumbnails/thumbs/194_일론 머스크의 채용 방식 (트위터 대량 해고).jpg,https://www.youtube.com/watch?v=Z-aj2AYIJWY
195,oCEqp0b-WXM,일론머스크 샘알트먼 두 천재의 대화,artifacts/bzcf_thumbnails/thumbs/195_일론머스크 샘알트먼 두 천재의 대화.jpg,https://www.youtube.com/watch?v=oCEqp0b-WXM
196,7FzZhPguB-o,억만장자의 하루 그리고 아마존의 미팅 방법,artifacts/bzcf_thumbnails/thumbs/196_억만장자의 하루 그리고 아마존의 미팅 방법.jpg,https://www.youtube.com/watch?v=7FzZhPguB-o
197,gYpiT0dXhvA,5000만 뷰 대명작 강의 - 미루는 사람들의 뇌구조 (팀 어번),artifacts/bzcf_thumbnails/thumbs/197_5000만 뷰 대명작 강의 - 미루는 사람들의 뇌구조 (팀 어번).jpg,https://www.youtube.com/watch?v=gYpiT0dXhvA
198,NIDICT3K_Ug,16년 전에도 똑같았습니다 (일론 머스크),artifacts/bzcf_thumbnails/thumbs/198_16년 전에도 똑같았습니다 (일론 머스크).jpg,https://www.youtube.com/watch?v=NIDICT3K_Ug
199,mP5SYrK4fMQ,1800만 뷰 대명작 강의 - 왜 해야하는가? (개정번역) (사이먼 시넥),artifacts/bzcf_thumbnails/thumbs/199_1800만 뷰 대명작 강의 - 왜 해야하는가 (개정번역) (사이먼 시넥).jpg,https://www.youtube.com/watch?v=mP5SYrK4fMQ
200,KQK7G8EiSqM,찰리멍거 마지막 인터뷰,artifacts/bzcf_thumbnails/thumbs/200_찰리멍거 마지막 인터뷰.jpg,https://www.youtube.com/watch?v=KQK7G8EiSqM
201,LUnDs988vEc,스티브잡스 옆에서 일하며 배운 10가지,artifacts/bzcf_thumbnails/thumbs/201_스티브잡스 옆에서 일하며 배운 10가지.jpg,https://www.youtube.com/watch?v=LUnDs988vEc
202,5qWkACrxjfQ,MZ세대의 4가지 문제점 (사이먼 시넥),artifacts/bzcf_thumbnails/thumbs/202_MZ세대의 4가지 문제점 (사이먼 시넥).jpg,https://www.youtube.com/watch?v=5qWkACrxjfQ
203,iKiFrIUDVcA,그리고 살아남는 법 (짐 도노반),artifacts/bzcf_thumbnails/thumbs/203_그리고 살아남는 법 (짐 도노반).jpg,https://www.youtube.com/watch?v=iKiFrIUDVcA
204,vZSzdDOKq4o,버크셔 부회장 찰리멍거의 사고모델,artifacts/bzcf_thumbnails/thumbs/204_버크셔 부회장 찰리멍거의 사고모델.jpg,https://www.youtube.com/watch?v=vZSzdDOKq4o
205,nSQudySPmW4,그러니까 이것저것 다 시도해보세요 (인생강의),artifacts/bzcf_thumbnails/thumbs/205_그러니까 이것저것 다 시도해보세요 (인생강의).jpg,https://www.youtube.com/watch?v=nSQudySPmW4
206,2swkdCdkfz0,뉴욕타임즈 30년 경력기자가 말해주는 글 잘 쓰는 법,artifacts/bzcf_thumbnails/thumbs/206_뉴욕타임즈 30년 경력기자가 말해주는 글 잘 쓰는 법.jpg,https://www.youtube.com/watch?v=2swkdCdkfz0
207,73asqjYC8WY,위대한 성과를 만든 사람들의 공통점 (원제 : You and Your Research),artifacts/bzcf_thumbnails/thumbs/207_위대한 성과를 만든 사람들의 공통점 (원제 You and Your Research).jpg,https://www.youtube.com/watch?v=73asqjYC8WY
208,Si7WfBeX5OY,바쁘게 산다고 성공하는 것 아닙니다 (샘 알트먼),artifacts/bzcf_thumbnails/thumbs/208_바쁘게 산다고 성공하는 것 아닙니다 (샘 알트먼).jpg,https://www.youtube.com/watch?v=Si7WfBeX5OY
209,CmAAaMiNfjE,"1조에 회사를 매각한 사업가, 더 행복해졌을까?","artifacts/bzcf_thumbnails/thumbs/209_1조에 회사를 매각한 사업가, 더 행복해졌을까.jpg",https://www.youtube.com/watch?v=CmAAaMiNfjE
210,VzLlT3HXf5M,골드만삭스 짐 도노반 부회장 | 성과를 만드는 10계명 (Feat. 250만뷰 인생강의),artifacts/bzcf_thumbnails/thumbs/210_골드만삭스 짐 도노반 부회장 성과를 만드는 10계명 (Feat. 250만뷰 인생강의).jpg,https://www.youtube.com/watch?v=VzLlT3HXf5M
211,Nt0lCENkiK0,일론머스크가 생각하는 방법 | 1원칙 사고법,artifacts/bzcf_thumbnails/thumbs/211_일론머스크가 생각하는 방법 1원칙 사고법.jpg,https://www.youtube.com/watch?v=Nt0lCENkiK0
212,DWlPgRy0G90,롤렉스가 왜 필요합니까?,artifacts/bzcf_thumbnails/thumbs/212_롤렉스가 왜 필요합니까.jpg,https://www.youtube.com/watch?v=DWlPgRy0G90
213,xw7dKmIoFvo,일론 머스크 최신 인터뷰 | 생각의 수준이 다르다 (Part 2),artifacts/bzcf_thumbnails/thumbs/213_일론 머스크 최신 인터뷰 생각의 수준이 다르다 (Part 2).jpg,https://www.youtube.com/watch?v=xw7dKmIoFvo
214,NG8UPFr2FEo,20년 동안 100배 성장한 사모펀드 | 성공하고 싶은 20대에게 주는 4가지 조언 | Alpine Investors 창업자 그래햄 위버,artifacts/bzcf_thumbnails/thumbs/214_20년 동안 100배 성장한 사모펀드 성공하고 싶은 20대에게 주는 4가지 조언 Alpine Investors 창업자 그래햄 위버.jpg,https://www.youtube.com/watch?v=NG8UPFr2FEo
215,iZ578Py8WLo,KKR | 세계 최고 사모펀드의 아시아계 CEO 조셉 배,artifacts/bzcf_thumbnails/thumbs/215_KKR 세계 최고 사모펀드의 아시아계 CEO 조셉 배.jpg,https://www.youtube.com/watch?v=iZ578Py8WLo
216,ARm46hlRtCA,찰리멍거 | 훌륭한 삶을 살기 위한 현명한 투자자의 조언,artifacts/bzcf_thumbnails/thumbs/216_찰리멍거 훌륭한 삶을 살기 위한 현명한 투자자의 조언.jpg,https://www.youtube.com/watch?v=ARm46hlRtCA
217,zAcl1fVKkoU,"워렌버핏 | 아무리 많은 사람이 떠들어도, 결국 본질은 하나","artifacts/bzcf_thumbnails/thumbs/217_워렌버핏 아무리 많은 사람이 떠들어도, 결국 본질은 하나.jpg",https://www.youtube.com/watch?v=zAcl1fVKkoU
218,gSSzeMPpU3c,버크셔헤서웨이 2023 주주총회 | 2023년에 남기는 삶의 조언들,artifacts/bzcf_thumbnails/thumbs/218_버크셔헤서웨이 2023 주주총회 2023년에 남기는 삶의 조언들.jpg,https://www.youtube.com/watch?v=gSSzeMPpU3c
219,efgIt8MxZ4c,찰리 멍거 | 인생을 살아가는 데 도움이 되는 몇 가지 조언들,artifacts/bzcf_thumbnails/thumbs/219_찰리 멍거 인생을 살아가는 데 도움이 되는 몇 가지 조언들.jpg,https://www.youtube.com/watch?v=efgIt8MxZ4c
220,FdkTL-fJ65k,테슬라 CEO 일론머스크와 엔비디아 CEO 젠슨황의 대화 | 거인들의 통찰 | Tesla CEO Elon Musk with NVIDIA CEO Jen Hsun Huang,artifacts/bzcf_thumbnails/thumbs/220_테슬라 CEO 일론머스크와 엔비디아 CEO 젠슨황의 대화 거인들의 통찰 Tesla CEO Elon Musk with NVIDIA CEO Jen Hsun Huang.jpg,https://www.youtube.com/watch?v=FdkTL-fJ65k
